cnpj,cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_de_inicio_atividade,cnae_fiscal_principal,uf,município,natureza_juridica,capital_social_da_empresa,porte_da_empresa,descricao,denominacoes
48884795000174,48884795,MATRIZ,ATIVA,2023-08-07,19770712,5611203,SP,7107,2062,"20000,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
45059060000118,45059060,MATRIZ,ATIVA,2023-01-19,19740130,4930202,SP,7071,2062,"9980000,00",DEMAIS,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",ALOJAMENTO E ALIMENTAÇÃO
46760351000100,46760351,MATRIZ,ATIVA,2023-01-24,19750603,9420100,SP,7053,3131,"0,00",DEMAIS,Atividades de organizações sindicais,ALOJAMENTO E ALIMENTAÇÃO
41717661000381,41717661,FILIAL,ATIVA,2023-02-13,20090528,4639701,SP,7107,2062,"1360000,00",DEMAIS,Comércio atacadista de produtos alimentícios em geral,ALOJAMENTO E ALIMENTAÇÃO
43066125000127,43066125,MATRIZ,ATIVA,2023-12-29,19800227,6810202,SP,7107,2240,"1000,00",DEMAIS,Aluguel de imóveis próprios,ALOJAMENTO E ALIMENTAÇÃO
50138429000118,50138429,MATRIZ,ATIVA,2023-12-19,19790305,8690901,SP,6689,3999,"0,00",DEMAIS,Atividades de práticas integrativas e complementares em saúde humana,ALOJAMENTO E ALIMENTAÇÃO
49091929000162,49091929,MATRIZ,ATIVA,2023-01-09,19820219,4120400,SP,7107,2062,"0,00",MICRO EMPRESA,Construção de edifícios,ALOJAMENTO E ALIMENTAÇÃO
45805116000136,45805116,MATRIZ,ATIVA,2024-01-06,19810521,5611201,SP,7107,2062,"0,00",MICRO EMPRESA,Restaurantes e similares,ALOJAMENTO E ALIMENTAÇÃO
46905345000195,46905345,MATRIZ,ATIVA,2023-11-29,19810909,4929902,SP,6529,2062,"220000,00",DEMAIS,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",ALOJAMENTO E ALIMENTAÇÃO
42580092002977,42580092,FILIAL,ATIVA,2023-07-25,20140131,4530701,SP,7107,2054,"549108006,25",DEMAIS,Comércio por atacado de peças e acessórios novos para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
51773539000114,51773539,MATRIZ,ATIVA,2023-04-05,19791207,6462000,SP,7107,2240,"10000,00",DEMAIS,Holdings de instituições não-financeiras,ALOJAMENTO E ALIMENTAÇÃO
43109891000202,43109891,FILIAL,ATIVA,2023-03-21,20120131,4110700,SP,7115,2062,"7570000,00",DEMAIS,Incorporação de empreendimentos imobiliários,ALOJAMENTO E ALIMENTAÇÃO
50355205000168,50355205,MATRIZ,ATIVA,2024-01-06,19791031,8888888,SP,6549,2135,"0,00",MICRO EMPRESA,Atividade Econônica não informada,ALOJAMENTO E ALIMENTAÇÃO
49114309000100,49114309,MATRIZ,ATIVA,2024-01-06,19770902,1531901,SP,6607,2062,"0,00",MICRO EMPRESA,Fabricação de calçados de couro,ALOJAMENTO E ALIMENTAÇÃO
54149026000125,54149026,MATRIZ,ATIVA,2024-01-02,19850827,8292000,SP,6131,2062,"20000,00",MICRO EMPRESA,Envasamento e empacotamento sob contrato,ALOJAMENTO E ALIMENTAÇÃO
47638234000122,47638234,MATRIZ,ATIVA,2023-07-18,19760816,9491000,SP,6219,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
52025889000246,52025889,FILIAL,ATIVA,2023-08-15,19880126,8512100,SP,7107,2240,"0,00",EMPRESA DE PEQUENO PORTE,Educação infantil - pré-escola,ALOJAMENTO E ALIMENTAÇÃO
43266352000287,43266352,FILIAL,ATIVA,2023-11-28,19900309,9491000,SP,6131,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
50801992000124,50801992,MATRIZ,ATIVA,2023-01-12,19830912,9420100,SP,6565,3131,"0,00",DEMAIS,Atividades de organizações sindicais,ALOJAMENTO E ALIMENTAÇÃO
49146558000179,49146558,MATRIZ,ATIVA,2023-01-09,19780110,4633801,SP,6881,2062,"0,00",MICRO EMPRESA,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",ALOJAMENTO E ALIMENTAÇÃO
54274311000178,54274311,MATRIZ,ATIVA,2023-01-09,19850225,5611203,SP,6179,2135,"0,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
52041118000242,52041118,FILIAL,ATIVA,2024-01-06,20090618,4771701,SP,7235,2062,"40000,00",EMPRESA DE PEQUENO PORTE,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",ALOJAMENTO E ALIMENTAÇÃO
43551571000127,43551571,MATRIZ,ATIVA,2023-12-01,19840829,9491000,SP,7107,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
50870963000114,50870963,MATRIZ,ATIVA,2024-01-02,19820721,4511103,SP,6291,2135,"0,00",EMPRESA DE PEQUENO PORTE,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",ALOJAMENTO E ALIMENTAÇÃO
49642556000170,49642556,MATRIZ,ATIVA,2023-06-05,19820413,6810202,SP,7107,2062,"1,00",MICRO EMPRESA,Aluguel de imóveis próprios,ALOJAMENTO E ALIMENTAÇÃO
46504395000160,46504395,MATRIZ,ATIVA,2023-04-04,19740531,8711502,SP,7107,3999,"0,00",DEMAIS,Instituições de longa permanência para idosos,ALOJAMENTO E ALIMENTAÇÃO
54363619000190,54363619,MATRIZ,ATIVA,2023-07-11,19850416,9491000,SP,7107,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
52046927000328,52046927,FILIAL,ATIVA,2023-12-05,20090803,4637101,SP,6681,2143,"0,00",DEMAIS,"Comércio atacadista de café torrado, moído e solúvel",ALOJAMENTO E ALIMENTAÇÃO
43568518000139,43568518,MATRIZ,ATIVA,2023-02-01,19910711,4929902,SP,7107,2062,"2750000,00",DEMAIS,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",ALOJAMENTO E ALIMENTAÇÃO
51428258000124,51428258,MATRIZ,ATIVA,2023-04-06,19820922,6491300,SP,7107,2062,"30000,00",MICRO EMPRESA,Sociedades de fomento mercantil - factoring,ALOJAMENTO E ALIMENTAÇÃO
49671514000249,49671514,FILIAL,ATIVA,2023-04-04,19851030,1621800,SP,7107,2062,"8000,00",MICRO EMPRESA,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",ALOJAMENTO E ALIMENTAÇÃO
54380738000231,54380738,FILIAL,ATIVA,2023-04-24,19921109,4781400,SP,7107,2062,"0,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
52497567000119,52497567,MATRIZ,ATIVA,2023-02-27,19830428,4623109,SP,6847,2062,"2107000,00",MICRO EMPRESA,Comércio atacadista de alimentos para animais,ALOJAMENTO E ALIMENTAÇÃO
43574839000146,43574839,MATRIZ,ATIVA,2023-08-23,19810310,4520001,SP,7107,3999,"0,00",DEMAIS,Serviços de manutenção e reparação mecânica de veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
51627370000194,51627370,MATRIZ,ATIVA,2024-01-06,19831123,9312300,SP,6871,3999,"0,00",DEMAIS,"Clubes sociais, esportivos e similares",ALOJAMENTO E ALIMENTAÇÃO
49673346000573,49673346,FILIAL,ATIVA,2023-12-04,20090205,4741500,SP,6713,2062,"250500,00",DEMAIS,Comércio varejista de tintas e materiais para pintura,ALOJAMENTO E ALIMENTAÇÃO
54505433000128,54505433,MATRIZ,ATIVA,2023-02-15,19850618,4511102,SP,6713,2062,"100000,00",MICRO EMPRESA,"Comércio a varejo de automóveis, camionetas e utilitários usados",ALOJAMENTO E ALIMENTAÇÃO
52640273000102,52640273,MATRIZ,ATIVA,2023-05-31,19830714,9430800,SP,7107,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
43765577000105,43765577,MATRIZ,ATIVA,2023-11-20,19700527,4921301,SP,6155,2062,"600000,00",DEMAIS,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",ALOJAMENTO E ALIMENTAÇÃO
55080808000118,55080808,MATRIZ,ATIVA,2023-07-28,19851030,9001902,SP,7107,2062,"5000,00",DEMAIS,Produção musical,ALOJAMENTO E ALIMENTAÇÃO
52640968000186,52640968,MATRIZ,ATIVA,2023-03-27,19830610,4744099,SP,7033,2062,"200000,00",MICRO EMPRESA,Comércio varejista de materiais de construção em geral,ALOJAMENTO E ALIMENTAÇÃO
43861079000158,43861079,MATRIZ,ATIVA,2023-12-06,19740128,4731800,SP,7107,2062,"0,00",DEMAIS,Comércio varejista de combustíveis para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
55445605000269,55445605,FILIAL,ATIVA,2024-01-12,20120214,9491000,SP,7075,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
53046827000100,53046827,MATRIZ,ATIVA,2023-07-24,19831124,2610800,SP,7107,2062,"0,00",MICRO EMPRESA,Fabricação de componentes eletrônicos,ALOJAMENTO E ALIMENTAÇÃO
44374619000131,44374619,MATRIZ,ATIVA,2023-03-28,19800822,6810202,SP,6343,2062,"99800,00",MICRO EMPRESA,Aluguel de imóveis próprios,ALOJAMENTO E ALIMENTAÇÃO
55508337000104,55508337,MATRIZ,ATIVA,2023-08-01,19860317,4930201,SP,7107,2135,"0,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",ALOJAMENTO E ALIMENTAÇÃO
53292108000161,53292108,MATRIZ,ATIVA,2023-07-05,19840308,4110700,SP,7107,2062,"300000,00",DEMAIS,Incorporação de empreendimentos imobiliários,ALOJAMENTO E ALIMENTAÇÃO
44443950002371,44443950,FILIAL,ATIVA,2023-09-04,19950718,0113000,SP,6187,2062,"0,00",MICRO EMPRESA,Cultivo de cana-de-açúcar,ALOJAMENTO E ALIMENTAÇÃO
55892996000189,55892996,MATRIZ,ATIVA,2023-11-27,19860626,8230002,SP,7115,2135,"30000,00",MICRO EMPRESA,Casas de festas e eventos,ALOJAMENTO E ALIMENTAÇÃO
44598209000174,44598209,MATRIZ,ATIVA,2023-08-07,19720107,9430800,SP,6291,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
55917199000290,55917199,FILIAL,ATIVA,2023-01-01,19861121,8888888,SP,6685,2062,"0,00",MICRO EMPRESA,Atividade Econônica não informada,ALOJAMENTO E ALIMENTAÇÃO
44739498000184,44739498,MATRIZ,ATIVA,2023-07-07,19731030,8888888,SP,6569,2062,"0,00",MICRO EMPRESA,Atividade Econônica não informada,ALOJAMENTO E ALIMENTAÇÃO
56013428000123,56013428,MATRIZ,ATIVA,2023-11-30,19700204,9420100,SP,6969,3999,"0,00",DEMAIS,Atividades de organizações sindicais,ALOJAMENTO E ALIMENTAÇÃO
56095656000190,56095656,MATRIZ,ATIVA,2023-12-20,19860806,4330402,SP,7107,2240,"0,00",DEMAIS,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",ALOJAMENTO E ALIMENTAÇÃO
56407091000139,56407091,MATRIZ,ATIVA,2023-01-01,19860917,4781400,SP,6979,2062,"0,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
56838055000200,56838055,FILIAL,ATIVA,2023-08-10,19900129,4511103,SP,6131,2062,"400,00",MICRO EMPRESA,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",ALOJAMENTO E ALIMENTAÇÃO
56886948000140,56886948,MATRIZ,ATIVA,2023-12-04,19871016,9491000,SP,7079,3220,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
56917404000107,56917404,MATRIZ,ATIVA,2023-09-20,19870112,2451200,SP,6469,2062,"0,00",DEMAIS,Fundição de ferro e aço,ALOJAMENTO E ALIMENTAÇÃO
57045809000157,57045809,MATRIZ,ATIVA,2023-06-13,19870127,4619200,SP,7107,2062,"2000,00",MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,ALOJAMENTO E ALIMENTAÇÃO
57119240000127,57119240,MATRIZ,ATIVA,2024-01-02,19870121,3314707,SP,7107,2062,"30000,00",MICRO EMPRESA,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,ALOJAMENTO E ALIMENTAÇÃO
57246514000149,57246514,MATRIZ,ATIVA,2023-12-15,19870324,7490101,SP,6477,2062,"0,00",MICRO EMPRESA,"Serviços de tradução, interpretação e similares",ALOJAMENTO E ALIMENTAÇÃO
57394256000148,57394256,MATRIZ,ATIVA,2023-01-01,19870413,8888888,SP,7107,2240,"0,00",MICRO EMPRESA,Atividade Econônica não informada,ALOJAMENTO E ALIMENTAÇÃO
57561383000194,57561383,MATRIZ,ATIVA,2023-08-10,19870707,2539001,SP,6131,2062,"6,00",MICRO EMPRESA,"Serviços de usinagem, tornearia e solda",ALOJAMENTO E ALIMENTAÇÃO
57692774000148,57692774,MATRIZ,ATIVA,2024-01-02,19870616,4781400,SP,6969,2062,"2000,00",EMPRESA DE PEQUENO PORTE,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
58307307000110,58307307,MATRIZ,ATIVA,2023-03-16,19871120,4744005,SP,7149,2135,"30000,00",DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
58343187000106,58343187,MATRIZ,ATIVA,2023-06-28,19871127,7490104,SP,7107,2062,"200000,00",EMPRESA DE PEQUENO PORTE,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",ALOJAMENTO E ALIMENTAÇÃO
58416991000178,58416991,MATRIZ,ATIVA,2023-11-01,19880127,8630504,SP,7107,2240,"2000,00",MICRO EMPRESA,Atividade odontológica,ALOJAMENTO E ALIMENTAÇÃO
58485640000119,58485640,MATRIZ,ATIVA,2023-01-11,19910108,9430800,SP,6713,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
58494279000197,58494279,MATRIZ,ATIVA,2023-06-28,19880128,3321000,SP,7107,2240,"6000,00",EMPRESA DE PEQUENO PORTE,Instalação de máquinas e equipamentos industriais,ALOJAMENTO E ALIMENTAÇÃO
58917881000190,58917881,MATRIZ,ATIVA,2023-01-12,19880428,4120400,SP,7075,2062,"100000,00",MICRO EMPRESA,Construção de edifícios,ALOJAMENTO E ALIMENTAÇÃO
59488171000154,59488171,MATRIZ,ATIVA,2023-10-30,19880912,8512100,SP,7107,2240,"1000,00",MICRO EMPRESA,Educação infantil - pré-escola,ALOJAMENTO E ALIMENTAÇÃO
59543736000159,59543736,MATRIZ,ATIVA,2023-08-02,19881006,4530703,SP,6969,2062,"50000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
60394921000299,60394921,FILIAL,ATIVA,2024-01-04,20081105,2229399,SP,6269,2062,"5963500,00",DEMAIS,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
60434149000100,60434149,MATRIZ,ATIVA,2023-12-12,19730329,5913800,SP,6213,2062,"79789709,00",DEMAIS,"Distribuição cinematográfica, de vídeo e de programas de televisão",ALOJAMENTO E ALIMENTAÇÃO
60504842000102,60504842,MATRIZ,ATIVA,2023-12-13,19660824,6810202,SP,7107,2062,"9322,00",DEMAIS,Aluguel de imóveis próprios,ALOJAMENTO E ALIMENTAÇÃO
60529989000408,60529989,FILIAL,ATIVA,2023-08-02,20070419,9491000,SP,6629,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
60537495000114,60537495,MATRIZ,ATIVA,2023-12-13,19890330,6550200,SP,7107,2062,"88730,00",MICRO EMPRESA,Planos de saúde,ALOJAMENTO E ALIMENTAÇÃO
60746948135204,60746948,FILIAL,ATIVA,2023-11-14,20231114,6422100,SP,7107,2046,"87100000000,00",DEMAIS,"Bancos múltiplos, com carteira comercial",ALOJAMENTO E ALIMENTAÇÃO
60888286000115,60888286,MATRIZ,ATIVA,2024-01-11,19890705,4763602,SP,7107,2062,"10000,00",MICRO EMPRESA,Comércio varejista de artigos esportivos,ALOJAMENTO E ALIMENTAÇÃO
61322079000161,61322079,MATRIZ,ATIVA,2023-12-07,19890829,4774100,SP,7107,2135,"0,00",MICRO EMPRESA,Comércio varejista de artigos de óptica,ALOJAMENTO E ALIMENTAÇÃO
61610341000173,61610341,MATRIZ,ATIVA,2023-12-12,19891002,4511101,SP,7107,2062,"0,00",MICRO EMPRESA,"Comércio a varejo de automóveis, camionetas e utilitários novos",ALOJAMENTO E ALIMENTAÇÃO
61732020001032,61732020,FILIAL,ATIVA,2023-12-13,20000704,1121600,SP,6641,2062,"0,00",DEMAIS,Fabricação de águas envasadas,ALOJAMENTO E ALIMENTAÇÃO
61732020000656,61732020,FILIAL,ATIVA,2023-12-13,19990512,1121600,SP,6641,2062,"0,00",DEMAIS,Fabricação de águas envasadas,ALOJAMENTO E ALIMENTAÇÃO
61732020001032,61732020,FILIAL,ATIVA,2023-12-13,20000704,1121600,SP,6641,2062,"0,00",DEMAIS,Fabricação de águas envasadas,ALOJAMENTO E ALIMENTAÇÃO
61732020000656,61732020,FILIAL,ATIVA,2023-12-13,19990512,1121600,SP,6641,2062,"0,00",DEMAIS,Fabricação de águas envasadas,ALOJAMENTO E ALIMENTAÇÃO
61874376000110,61874376,MATRIZ,ATIVA,2023-08-08,19910114,7732201,SP,7099,2062,"1000000,00",EMPRESA DE PEQUENO PORTE,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",ALOJAMENTO E ALIMENTAÇÃO
62004395001634,62004395,FILIAL,ATIVA,2024-01-11,19770201,8211300,SP,6291,2062,"129633621,36",DEMAIS,Serviços combinados de escritório e apoio administrativo,ALOJAMENTO E ALIMENTAÇÃO
62004395011788,62004395,FILIAL,ATIVA,2024-01-11,20080521,5821200,SP,6477,2062,"129633621,36",DEMAIS,Edição integrada à impressão de livros,ALOJAMENTO E ALIMENTAÇÃO
62004395001634,62004395,FILIAL,ATIVA,2024-01-11,19770201,8211300,SP,6291,2062,"129633621,36",DEMAIS,Serviços combinados de escritório e apoio administrativo,ALOJAMENTO E ALIMENTAÇÃO
62004395011788,62004395,FILIAL,ATIVA,2024-01-11,20080521,5821200,SP,6477,2062,"129633621,36",DEMAIS,Edição integrada à impressão de livros,ALOJAMENTO E ALIMENTAÇÃO
62199674000114,62199674,MATRIZ,ATIVA,2023-04-24,19900123,4789099,SP,6291,2135,"0,00",MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
62282876000125,62282876,MATRIZ,ATIVA,2023-01-04,19900606,9430800,SP,7107,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
62388525000446,62388525,FILIAL,ATIVA,2023-01-01,20090514,1340501,SP,6131,2062,"100000,00",DEMAIS,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário",ALOJAMENTO E ALIMENTAÇÃO
62474549000175,62474549,MATRIZ,ATIVA,2023-11-10,19700224,2543800,SP,7107,2062,"400000,00",MICRO EMPRESA,Fabricação de ferramentas,ALOJAMENTO E ALIMENTAÇÃO
62530647000182,62530647,MATRIZ,ATIVA,2023-10-11,19690101,9312300,SP,7107,3999,"0,00",DEMAIS,"Clubes sociais, esportivos e similares",ALOJAMENTO E ALIMENTAÇÃO
62930714000156,62930714,MATRIZ,ATIVA,2023-12-18,19900510,4744005,SP,7107,2062,"10000,00",MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
63034300000101,63034300,MATRIZ,ATIVA,2024-01-05,19900523,5611203,SP,6627,2135,"0,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
63939516000116,63939516,MATRIZ,ATIVA,2024-01-05,19900720,2399199,SP,6131,2062,"30000,00",MICRO EMPRESA,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
64615107000127,64615107,MATRIZ,ATIVA,2024-01-05,19911022,6203100,SP,6929,2240,"0,00",MICRO EMPRESA,Desenvolvimento e licenciamento de programas de computador não-customizáveis,ALOJAMENTO E ALIMENTAÇÃO
64617426000171,64617426,MATRIZ,ATIVA,2023-06-27,19910107,6203100,SP,6897,2240,"0,00",DEMAIS,Desenvolvimento e licenciamento de programas de computador não-customizáveis,ALOJAMENTO E ALIMENTAÇÃO
64796451000160,64796451,MATRIZ,ATIVA,2023-08-21,19901029,4742300,SP,6619,2062,"30000,00",MICRO EMPRESA,Comércio varejista de material elétrico,ALOJAMENTO E ALIMENTAÇÃO
65004525000221,65004525,FILIAL,ATIVA,2023-09-11,20061106,4639701,SP,7107,2062,"0,00",MICRO EMPRESA,Comércio atacadista de produtos alimentícios em geral,ALOJAMENTO E ALIMENTAÇÃO
00103160000166,00103160,MATRIZ,ATIVA,2023-03-08,19940613,9430800,SP,7107,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
68366368000101,68366368,MATRIZ,ATIVA,2024-01-12,19920820,6920601,SP,6291,2062,"235000,00",MICRO EMPRESA,Atividades de contabilidade,ALOJAMENTO E ALIMENTAÇÃO
65060071000125,65060071,MATRIZ,ATIVA,2023-01-01,19910108,4781400,SP,6323,2062,"0,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
00152624000205,00152624,FILIAL,ATIVA,2023-08-23,20070808,4642701,SP,7107,2062,"0,00",EMPRESA DE PEQUENO PORTE,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",ALOJAMENTO E ALIMENTAÇÃO
00152624000396,00152624,FILIAL,ATIVA,2023-08-23,20081028,4642701,SP,7107,2062,"0,00",EMPRESA DE PEQUENO PORTE,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",ALOJAMENTO E ALIMENTAÇÃO
68428424000276,68428424,FILIAL,ATIVA,2023-06-07,20100816,4754701,SP,6411,2135,"20000,00",MICRO EMPRESA,Comércio varejista de móveis,ALOJAMENTO E ALIMENTAÇÃO
65083487000169,65083487,MATRIZ,ATIVA,2023-02-06,19910308,9609204,SP,7107,2240,"10,00",MICRO EMPRESA,Exploração de máquinas de serviços pessoais acionadas por moeda,ALOJAMENTO E ALIMENTAÇÃO
01965642000198,01965642,MATRIZ,ATIVA,2023-03-27,19970604,4744005,SP,7107,2062,"10000,00",DEMAIS,Comércio varejista de materiais de construção não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
00152624000205,00152624,FILIAL,ATIVA,2023-08-23,20070808,4642701,SP,7107,2062,"0,00",EMPRESA DE PEQUENO PORTE,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",ALOJAMENTO E ALIMENTAÇÃO
00152624000396,00152624,FILIAL,ATIVA,2023-08-23,20081028,4642701,SP,7107,2062,"0,00",EMPRESA DE PEQUENO PORTE,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",ALOJAMENTO E ALIMENTAÇÃO
06907902000869,06907902,FILIAL,ATIVA,2023-01-06,20130923,8291100,SP,6389,2062,"63000,00",MICRO EMPRESA,Atividades de cobranças e informações cadastrais,ALOJAMENTO E ALIMENTAÇÃO
04637126000122,04637126,MATRIZ,ATIVA,2024-01-06,20010831,4520001,SP,7107,2062,"0,00",MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores,ALOJAMENTO E ALIMENTAÇÃO
65516163000177,65516163,MATRIZ,ATIVA,2023-01-31,19910426,9430800,SP,7107,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
68470871000102,68470871,MATRIZ,ATIVA,2024-01-05,19920930,4645101,SP,7107,2062,"0,00",MICRO EMPRESA,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",ALOJAMENTO E ALIMENTAÇÃO
01987567000166,01987567,MATRIZ,ATIVA,2023-04-03,19970710,4789099,SP,7107,2135,"0,00",MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
00165821000188,00165821,MATRIZ,ATIVA,2023-10-19,19940819,4633801,SP,7107,2135,"0,00",MICRO EMPRESA,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",ALOJAMENTO E ALIMENTAÇÃO
06907902000869,06907902,FILIAL,ATIVA,2023-01-06,20130923,8291100,SP,6389,2062,"63000,00",MICRO EMPRESA,Atividades de cobranças e informações cadastrais,ALOJAMENTO E ALIMENTAÇÃO
04668663000130,04668663,MATRIZ,ATIVA,2023-08-25,20010830,4789099,SP,7097,2062,"10000,00",MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente,ALOJAMENTO E ALIMENTAÇÃO
68957984000137,68957984,MATRIZ,ATIVA,2023-01-31,19921015,4771701,SP,7151,2062,"0,00",MICRO EMPRESA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",ALOJAMENTO E ALIMENTAÇÃO
65562696000195,65562696,MATRIZ,ATIVA,2023-04-18,19910226,4781400,SP,7107,2135,"20000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,ALOJAMENTO E ALIMENTAÇÃO
01999431000176,01999431,MATRIZ,ATIVA,2023-01-04,19890623,9420100,SP,6323,3131,"0,00",DEMAIS,Atividades de organizações sindicais,ALOJAMENTO E ALIMENTAÇÃO
00182962000109,00182962,MATRIZ,ATIVA,2023-07-19,19940831,4930201,SP,6603,2135,"20000,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",ALOJAMENTO E ALIMENTAÇÃO
06949131000104,06949131,MATRIZ,ATIVA,2023-05-31,20040804,7112000,SP,7107,2062,"500000,00",MICRO EMPRESA,Serviços de engenharia,ALOJAMENTO E ALIMENTAÇÃO
04671649000195,04671649,MATRIZ,ATIVA,2023-01-07,20010917,9430800,SP,7097,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,ALOJAMENTO E ALIMENTAÇÃO
69016681000182,69016681,MATRIZ,ATIVA,2023-02-14,19921103,5611203,SP,3067,2062,"10000,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",ALOJAMENTO E ALIMENTAÇÃO
02013119000124,02013119,MATRIZ,ATIVA,2023-11-22,19970422,5611201,SP,7107,2062,"0,00",MICRO EMPRESA,Restaurantes e similares,ALOJAMENTO E ALIMENTAÇÃO
09259230000144,09259230,MATRIZ,ATIVA,2023-09-04,20070822,9491000,SP,7107,3999,"0,00",DEMAIS,Atividades de organizações religiosas ou filosóficas,ALOJAMENTO E ALIMENTAÇÃO
00228754000284,00228754,FILIAL,ATIVA,2024-01-07,20071017,4754701,SP,6477,2062,"30000,00",DEMAIS,Comércio varejista de móveis,ALOJAMENTO E ALIMENTAÇÃO
