cnpj,cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_de_inicio_atividade,cnae_fiscal_principal,uf,município,natureza_juridica,capital_social_da_empresa,porte_da_empresa,descricao,denominacoes
24415187000152,24415187,MATRIZ,ATIVA,2023-07-21,20160318,4930201,SP,6213,2062,"88000,00",EMPRESA DE PEQUENO PORTE,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26497580000168,26497580,MATRIZ,ATIVA,2023-06-20,20161108,4781400,SP,7107,2135,"10000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24415297000114,24415297,MATRIZ,ATIVA,2023-02-14,20160318,9602502,SP,6313,2135,"2000,00",MICRO EMPRESA,Atividades de estética e outros serviços de cuidados com a beleza,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26509137000160,26509137,MATRIZ,ATIVA,2023-01-16,20161109,5612100,SP,7209,2135,"1000,00",MICRO EMPRESA,Serviços ambulantes de alimentação,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24416955000192,24416955,MATRIZ,ATIVA,2023-01-04,20160318,5229099,SP,6131,2135,"10000,00",MICRO EMPRESA,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24421170000108,24421170,MATRIZ,ATIVA,2023-11-06,20160319,8219999,SP,6671,2135,"1000,00",MICRO EMPRESA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26512824000134,26512824,MATRIZ,ATIVA,2023-05-25,20161109,5320202,SP,7107,2135,"1,00",MICRO EMPRESA,Serviços de entrega rápida,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24422598000175,24422598,MATRIZ,ATIVA,2023-09-04,20160320,9602502,SP,7107,2135,"800,00",MICRO EMPRESA,Atividades de estética e outros serviços de cuidados com a beleza,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26512976000137,26512976,MATRIZ,ATIVA,2023-08-03,20161109,5611201,SP,6969,2135,"5000,00",MICRO EMPRESA,Restaurantes e similares,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24427442000187,24427442,MATRIZ,ATIVA,2023-01-14,20160321,9602501,SP,6477,2135,"1000,00",MICRO EMPRESA,"Cabeleireiros, manicure e pedicure",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26517935000133,26517935,MATRIZ,ATIVA,2023-04-27,20161109,9430800,SP,7107,3999,"0,00",DEMAIS,Atividades de associações de defesa de direitos sociais,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24434484000145,24434484,MATRIZ,ATIVA,2023-03-22,20160322,4520001,SP,7107,2135,"15000,00",MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24440645000103,24440645,MATRIZ,ATIVA,2023-05-26,20160322,4712100,SP,7107,2062,"400000,00",EMPRESA DE PEQUENO PORTE,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26523235000151,26523235,MATRIZ,ATIVA,2023-01-30,20161110,7420001,SP,7145,2135,"10000,00",MICRO EMPRESA,"Atividades de produção de fotografias, exceto aérea e submarina",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24444695000169,24444695,MATRIZ,ATIVA,2023-12-09,20160323,4782202,SP,7107,2135,"10000,00",MICRO EMPRESA,Comércio varejista de artigos de viagem,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26528259000101,26528259,MATRIZ,ATIVA,2023-01-19,20161111,8219999,SP,7145,2135,"1000,00",MICRO EMPRESA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24448036000109,24448036,MATRIZ,ATIVA,2023-11-22,20160323,4729601,SP,7107,2135,"2000,00",MICRO EMPRESA,Tabacaria,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26536810000150,26536810,MATRIZ,ATIVA,2023-05-04,20161114,9609299,SP,6713,2135,"5000,00",MICRO EMPRESA,Outras atividades de serviços pessoais não especificadas anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24452068000170,24452068,MATRIZ,ATIVA,2023-09-14,20160323,5611201,SP,7107,2135,"100,00",MICRO EMPRESA,Restaurantes e similares,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24453264000169,24453264,MATRIZ,ATIVA,2023-04-19,20160324,1412601,SP,7079,2135,"3000,00",MICRO EMPRESA,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26538129000141,26538129,MATRIZ,ATIVA,2023-06-21,20161114,9602502,SP,7107,2135,"1000,00",MICRO EMPRESA,Atividades de estética e outros serviços de cuidados com a beleza,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24455954000157,24455954,MATRIZ,ATIVA,2023-04-14,20160324,4723700,SP,7107,2135,"20000,00",MICRO EMPRESA,Comércio varejista de bebidas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26538155000170,26538155,MATRIZ,ATIVA,2023-08-11,20161114,4330404,SP,6589,2135,"2000,00",MICRO EMPRESA,Serviços de pintura de edifícios em geral,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24458863000175,24458863,MATRIZ,ATIVA,2023-05-04,20160325,4744001,SP,6291,2135,"11000,00",MICRO EMPRESA,Comércio varejista de ferragens e ferramentas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26538503000109,26538503,MATRIZ,ATIVA,2023-10-19,20161114,9602501,SP,6425,2135,"50000,00",MICRO EMPRESA,"Cabeleireiros, manicure e pedicure",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24459741000101,24459741,MATRIZ,ATIVA,2023-02-03,20160326,1412601,SP,6861,2135,"1,00",MICRO EMPRESA,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26541982000112,26541982,MATRIZ,ATIVA,2023-12-06,20161116,9001906,SP,7107,2135,"1000,00",MICRO EMPRESA,Atividades de sonorização e de iluminação,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24460485000164,24460485,MATRIZ,ATIVA,2023-06-02,20160327,4322302,SP,6857,2135,"2000,00",MICRO EMPRESA,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26549149000118,26549149,MATRIZ,ATIVA,2023-07-11,20161116,3832700,SP,7233,2135,"1,00",MICRO EMPRESA,Recuperação de materiais plásticos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24462216000137,24462216,MATRIZ,ATIVA,2023-12-11,20160328,4781400,SP,6349,2135,"1000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26550452000130,26550452,MATRIZ,ATIVA,2023-12-21,20161117,8230001,SP,6177,2135,"1000,00",MICRO EMPRESA,"Serviços de organização de feiras, congressos, exposições e festas",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24469963000105,24469963,MATRIZ,ATIVA,2023-08-07,20160328,7319002,SP,7057,2135,"10000,00",MICRO EMPRESA,Promoção de vendas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26551323000167,26551323,MATRIZ,ATIVA,2023-01-09,20161117,4530703,SP,6789,2135,"2000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24471141000150,24471141,MATRIZ,ATIVA,2023-04-17,20160329,9001906,SP,7107,2135,"2000,00",MICRO EMPRESA,Atividades de sonorização e de iluminação,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26554827000130,26554827,MATRIZ,ATIVA,2023-10-03,20161117,4321500,SP,7097,2135,"1000,00",MICRO EMPRESA,Instalação e manutenção elétrica,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24472253000126,24472253,MATRIZ,ATIVA,2023-03-07,20160329,5620104,SP,6543,2135,"5000,00",MICRO EMPRESA,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26562177000175,26562177,MATRIZ,ATIVA,2023-11-15,20160926,6911701,SP,7107,2321,"1000,00",DEMAIS,Serviços advocatícios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24473232000125,24473232,MATRIZ,ATIVA,2023-09-12,20160329,9602502,SP,7107,2135,"2000,00",MICRO EMPRESA,Atividades de estética e outros serviços de cuidados com a beleza,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26562411000164,26562411,MATRIZ,ATIVA,2023-12-27,20161118,6920601,SP,6289,2062,"5000,00",MICRO EMPRESA,Atividades de contabilidade,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24474568000102,24474568,MATRIZ,ATIVA,2023-09-23,20160329,8599699,SP,7047,2135,"1900,00",MICRO EMPRESA,Outras atividades de ensino não especificadas anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26562499000114,26562499,MATRIZ,ATIVA,2023-01-09,20161118,9411100,SP,7107,3999,"0,00",DEMAIS,Atividades de organizações associativas patronais e empresariais,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24475427000104,24475427,MATRIZ,ATIVA,2023-12-12,20160329,7911200,SP,7107,2135,"5000,00",MICRO EMPRESA,Agências de viagens,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26563117000177,26563117,MATRIZ,ATIVA,2023-06-06,20161118,4781400,SP,6921,2135,"1000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24478866000170,24478866,MATRIZ,ATIVA,2023-08-28,20160329,4930202,SP,7145,2135,"15000,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26566694000112,26566694,MATRIZ,ATIVA,2023-09-26,20161119,4781400,SP,6477,2135,"1000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24480226000103,24480226,MATRIZ,ATIVA,2023-02-27,20160329,4930201,SP,6177,2135,"4990,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26571370000172,26571370,MATRIZ,ATIVA,2023-03-30,20161121,4781400,SP,7107,2135,"100,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24480349000136,24480349,MATRIZ,ATIVA,2023-03-30,20160329,9602502,SP,7075,2135,"500,00",MICRO EMPRESA,Atividades de estética e outros serviços de cuidados com a beleza,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26575798000193,26575798,MATRIZ,ATIVA,2023-11-17,20161121,9609299,SP,6475,2135,"1000,00",MICRO EMPRESA,Outras atividades de serviços pessoais não especificadas anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24480896000111,24480896,MATRIZ,ATIVA,2023-02-14,20160329,9001901,SP,7071,2135,"5000,00",MICRO EMPRESA,Produção teatral,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26576145000129,26576145,MATRIZ,ATIVA,2023-04-04,20161121,5612100,SP,7107,2135,"1900,00",MICRO EMPRESA,Serviços ambulantes de alimentação,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24481139000162,24481139,MATRIZ,ATIVA,2023-12-11,20160330,1359600,SP,6713,2135,"1,00",MICRO EMPRESA,Fabricação de outros produtos têxteis não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26576944000103,26576944,MATRIZ,ATIVA,2023-12-05,20161122,4781400,SP,6163,2135,"1000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24482133000100,24482133,MATRIZ,ATIVA,2023-03-15,20160330,9609208,SP,7107,2135,"15000,00",MICRO EMPRESA,Higiene e embelezamento de animais domésticos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26578516000101,26578516,MATRIZ,ATIVA,2023-01-24,20161122,4729699,SP,6415,2135,"50000,00",MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24484369000185,24484369,MATRIZ,ATIVA,2023-03-28,20160330,9602501,SP,7149,2135,"10,00",MICRO EMPRESA,"Cabeleireiros, manicure e pedicure",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26579122000178,26579122,MATRIZ,ATIVA,2023-03-21,20161122,4330404,SP,6313,2135,"300,00",MICRO EMPRESA,Serviços de pintura de edifícios em geral,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24485729000163,24485729,MATRIZ,ATIVA,2024-01-11,20160330,4772500,SP,7107,2135,"10000,00",MICRO EMPRESA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26581273000160,26581273,MATRIZ,ATIVA,2023-03-27,20161122,4930201,SP,7107,2135,"100,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24487964000174,24487964,MATRIZ,ATIVA,2023-05-30,20160330,4321500,SP,7107,2135,"1,00",MICRO EMPRESA,Instalação e manutenção elétrica,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26581791000184,26581791,MATRIZ,ATIVA,2023-05-05,20161122,4399103,SP,6875,2135,"3000,00",MICRO EMPRESA,Obras de alvenaria,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24488216000106,24488216,MATRIZ,ATIVA,2023-12-01,20160330,4781400,SP,6131,2135,"500,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26583235000147,26583235,MATRIZ,ATIVA,2023-05-30,20161122,5611203,SP,7065,2135,"5000,00",MICRO EMPRESA,"Lanchonetes, casas de chá, de sucos e similares",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24490305000197,24490305,MATRIZ,ATIVA,2023-10-30,20160330,4634603,SP,7107,2062,"100000,00",MICRO EMPRESA,Comércio atacadista de pescados e frutos do mar,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26588304000105,26588304,MATRIZ,ATIVA,2023-05-31,20161123,5612100,SP,6105,2135,"1000,00",MICRO EMPRESA,Serviços ambulantes de alimentação,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24492396000108,24492396,MATRIZ,ATIVA,2023-01-23,20160331,4399103,SP,6979,2062,"30000,00",MICRO EMPRESA,Obras de alvenaria,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24492482000102,24492482,MATRIZ,ATIVA,2023-11-14,20160331,3321000,SP,7107,2135,"1000,00",MICRO EMPRESA,Instalação de máquinas e equipamentos industriais,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26589211000103,26589211,MATRIZ,ATIVA,2023-04-24,20161123,4744005,SP,7097,2135,"25000,00",MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24498023000136,24498023,MATRIZ,ATIVA,2023-03-17,20160331,4520007,SP,7107,2135,"1000,00",MICRO EMPRESA,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26589799000197,26589799,MATRIZ,ATIVA,2023-12-04,20161123,4520001,SP,7099,2135,"1000,00",MICRO EMPRESA,Serviços de manutenção e reparação mecânica de veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24499495000103,24499495,MATRIZ,ATIVA,2023-02-16,20160331,5611201,SP,7077,2135,"3000,00",MICRO EMPRESA,Restaurantes e similares,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26591550000116,26591550,MATRIZ,ATIVA,2023-01-18,20161123,4399103,SP,7005,2135,"1000,00",MICRO EMPRESA,Obras de alvenaria,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24504009000106,24504009,MATRIZ,ATIVA,2023-05-09,20160401,9609208,SP,7145,2135,"3000,00",MICRO EMPRESA,Higiene e embelezamento de animais domésticos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26593883000184,26593883,MATRIZ,ATIVA,2023-08-16,20161123,8230001,SP,7107,2135,"4500,00",MICRO EMPRESA,"Serviços de organização de feiras, congressos, exposições e festas",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24504443000188,24504443,MATRIZ,ATIVA,2023-01-13,20160401,9700500,SP,7107,2135,"1000,00",MICRO EMPRESA,Serviços domésticos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26594370000198,26594370,MATRIZ,ATIVA,2023-08-14,20161123,8599604,SP,7107,2062,"88000,00",DEMAIS,Treinamento em desenvolvimento profissional e gerencial,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24504785000106,24504785,MATRIZ,ATIVA,2023-01-24,20160401,8599699,SP,6313,2135,"2,00",MICRO EMPRESA,Outras atividades de ensino não especificadas anteriormente,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26594530000107,26594530,MATRIZ,ATIVA,2023-10-02,20161123,9602501,SP,7107,2135,"36000,00",MICRO EMPRESA,"Cabeleireiros, manicure e pedicure",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24506898000132,24506898,MATRIZ,ATIVA,2023-11-17,20160401,7319002,SP,7107,2135,"1000,00",MICRO EMPRESA,Promoção de vendas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26604423000104,26604423,MATRIZ,ATIVA,2024-01-10,20161124,4330404,SP,7233,2135,"2100,00",MICRO EMPRESA,Serviços de pintura de edifícios em geral,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24507524000131,24507524,MATRIZ,ATIVA,2023-04-13,20160401,1412602,SP,7107,2135,"10000,00",MICRO EMPRESA,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24509642000189,24509642,MATRIZ,ATIVA,2023-09-20,20160404,8712300,SP,7121,2135,"2,00",MICRO EMPRESA,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26609129000195,26609129,MATRIZ,ATIVA,2023-08-07,20161125,4930201,SP,6969,2135,"5000,00",MICRO EMPRESA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24512706000109,24512706,MATRIZ,ATIVA,2023-08-25,20160404,4322302,SP,6713,2135,"10000,00",MICRO EMPRESA,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
26611874000179,26611874,MATRIZ,ATIVA,2023-01-21,20161126,9602501,SP,7107,2135,"5000,00",MICRO EMPRESA,"Cabeleireiros, manicure e pedicure",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24512929000168,24512929,MATRIZ,ATIVA,2023-12-08,20160404,2542000,SP,6271,2135,"890,00",MICRO EMPRESA,"Fabricação de artigos de serralheria, exceto esquadrias",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24514930000121,24514930,MATRIZ,ATIVA,2023-01-26,20160404,4781400,SP,6543,2135,"1000,00",MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24515954000103,24515954,MATRIZ,ATIVA,2023-09-19,20160404,4399103,SP,7211,2135,"1000,00",MICRO EMPRESA,Obras de alvenaria,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24516729000183,24516729,MATRIZ,ATIVA,2023-11-23,20160404,4772500,SP,7107,2135,"2500,00",MICRO EMPRESA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24521530000143,24521530,MATRIZ,ATIVA,2023-03-08,20160405,4721103,SP,6181,2135,"1000,00",MICRO EMPRESA,Comércio varejista de laticínios e frios,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24523098000120,24523098,MATRIZ,ATIVA,2023-07-12,20160405,4520002,SP,7107,2135,"30000,00",DEMAIS,Serviços de lanternagem ou funilaria e pintura de veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24523964000182,24523964,MATRIZ,ATIVA,2023-01-09,20160405,4687702,SP,7107,2062,"30000,00",MICRO EMPRESA,"Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24524174000111,24524174,MATRIZ,ATIVA,2023-03-31,20160405,9602501,SP,7237,2135,"900,00",MICRO EMPRESA,"Cabeleireiros, manicure e pedicure",COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24529427000140,24529427,MATRIZ,ATIVA,2023-10-11,20160405,4763602,SP,7107,2135,"10,00",MICRO EMPRESA,Comércio varejista de artigos esportivos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24532862000123,24532862,MATRIZ,ATIVA,2023-09-27,20160406,3321000,SP,7107,2135,"5000,00",MICRO EMPRESA,Instalação de máquinas e equipamentos industriais,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24533802000125,24533802,MATRIZ,ATIVA,2023-04-10,20160302,9492800,SP,6891,3271,"0,00",DEMAIS,Atividades de organizações políticas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24537323000187,24537323,MATRIZ,ATIVA,2023-06-26,20160406,4399103,SP,6241,2135,"1000,00",MICRO EMPRESA,Obras de alvenaria,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24538608000132,24538608,MATRIZ,ATIVA,2023-07-26,20160406,4399103,SP,7107,2135,"2000,00",MICRO EMPRESA,Obras de alvenaria,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24539038000103,24539038,MATRIZ,ATIVA,2023-06-12,20160406,9511800,SP,6589,2135,"1000,00",MICRO EMPRESA,Reparação e manutenção de computadores e de equipamentos periféricos,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24540794000144,24540794,MATRIZ,ATIVA,2023-11-24,20160407,4530703,SP,6729,2135,"10000,00",MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24542022000141,24542022,MATRIZ,ATIVA,2023-02-07,20160407,4782201,SP,6795,2135,"5000,00",MICRO EMPRESA,Comércio varejista de calçados,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24542933000179,24542933,MATRIZ,ATIVA,2023-01-30,20160407,7319002,SP,7151,2135,"5000,00",MICRO EMPRESA,Promoção de vendas,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
24543128000160,24543128,MATRIZ,ATIVA,2023-11-13,20160407,9313100,SP,7107,2135,"2500,00",MICRO EMPRESA,Atividades de condicionamento físico,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
